"Competi","Country","Age","Stage","Composer","Associated Piece"
"Lev Vinocour","Russia","26","Preliminary","Prokofiev","Ten Pieces from the balletRomeo and Juliet, Op.75"
"Lev Vinocour","Russia","26","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Lev Vinocour","Russia","26","Semifinal Recital","Beethoven","Sonata in E-flat major, Op.81a (""Les Adieux"")"
"Lev Vinocour","Russia","26","Semifinal Recital","Bolcom","Nine Bagatelles"
"Lev Vinocour","Russia","26","Semifinal Recital","Berio","Three Pastorales (Wasserklavier(1965),Erdenklavier(1971),Feuerklavier(1989))"
"Lev Vinocour","Russia","26","Semifinal Recital","Schumann","Symphonic Etudes, Op.13"
"Lev Vinocour","Russia","26","Semifinal Recital","Strauss-Godowsky","Paraphrase ofDie Fledermaus"
"Lev Vinocour","Russia","26","Final Concerti","Shostakovich","Piano Concerto No.1 in C minor, Op.35"
"Lev Vinocour","Russia","26","Final Concerti","Brahms","Piano Concerto No.2 in B-flat major, Op.83"
"Dmitri Vorobieff","Russia","23","Preliminary","Beethoven","Sonata in A-flat major, Op.110"
"Dmitri Vorobieff","Russia","23","Preliminary","Scriabin","Etude in D-flat major, Op.8, No.10; Etude in C-sharp minor, Op.42, No.5; Mazurka, Op.3, No.1"
"Dmitri Vorobieff","Russia","23","Preliminary","Balakirev","Islamey"
"Dmitri Vorobieff","Russia","23","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Dmitri Vorobieff","Russia","23","Semifinal Recital","Bach-Feinberg","Largofrom the Organ Sonata in C major"
"Dmitri Vorobieff","Russia","23","Semifinal Recital","Chopin","Sonata No.3 in B minor, Op.58"
"Dmitri Vorobieff","Russia","23","Semifinal Recital","Bolcom","Nine Bagatelles"
"Dmitri Vorobieff","Russia","23","Semifinal Recital","Rachmaninoff","Etudes-Tableaux, Op.39, Nos.1,2,3,5; Sonata No.2 in B-flat minor, Op.36 (1931)"
"Dmitri Vorobieff","Russia","23","Final Concerti","Beethoven","Piano Concerto No.3 in C minor, Op.37"
"Dmitri Vorobieff","Russia","23","Final Concerti","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Yi Wu","Argentina","29","Preliminary","Granados","El amor y la muertefromGoyescas"
"Yi Wu","Argentina","29","Preliminary","Scarlatti","Sonata in F major, K.151; Sonata in D minor, K.141"
"Yi Wu","Argentina","29","Preliminary","Chopin","Sonata No.2 in B-flat minor, Op.35"
"Yi Wu","Argentina","29","Preliminary","Liszt","Mephisto Waltz No.1"
"Yi Wu","Argentina","29","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Yi Wu","Argentina","29","Semifinal Recital","Liszt","Sonata in B minor"
"Yi Wu","Argentina","29","Semifinal Recital","Debussy","Images, Book I"
"Yi Wu","Argentina","29","Semifinal Recital","Beethoven","Sonata in A-flat major, Op.110"
"Yi Wu","Argentina","29","Semifinal Recital","Bolcom","Nine Bagatelles"
"Yi Wu","Argentina","29","Final Concerti","Mozart","Piano Concerto No.15 in B-flat major, K.450"
"Yi Wu","Argentina","29","Final Concerti","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"Peter Miyamoto","United States","27","Preliminary","Chopin","Ballade No.1 in G minor, Op.23"
"Peter Miyamoto","United States","27","Preliminary","Beethoven","Sonata in E-flat major, Op.81a (""Les Adieux"")"
"Peter Miyamoto","United States","27","Preliminary","Chopin","Ballade No.4 in F minor, Op.52"
"Peter Miyamoto","United States","27","Preliminary","Liszt","Transcendental Etude No.10 in F minor"
"Peter Miyamoto","United States","27","Semifinal Chamber","Schumann","Piano Quintet in E-flat major, Op.44"
"Peter Miyamoto","United States","27","Semifinal Recital","Berg","Sonata Op.1"
"Peter Miyamoto","United States","27","Semifinal Recital","Beethoven","Sonata in E major, Op.109"
"Peter Miyamoto","United States","27","Semifinal Recital","Bolcom","Nine Bagatelles"
"Peter Miyamoto","United States","27","Semifinal Recital","Liszt","Sonata in B minor"
"Peter Miyamoto","United States","27","Final Concerti","Beethoven","Piano Concerto No.3 in C minor, Op.37"
"Peter Miyamoto","United States","27","Final Concerti","Chopin","Piano Concerto No.1 in E minor, Op.11"
"Jon Nakamatsu","United States","28","Preliminary","Brahms","Sonata in C major, Op. 1"
"Jon Nakamatsu","United States","28","Preliminary","Stravinsky","Four Etudes, Op. 7"
"Jon Nakamatsu","United States","28","Preliminary","Chopin","Andante Spianato and Grande Polonaise Brillantein E-flat major, Op. 22"
"Jon Nakamatsu","United States","28","Semifinal Chamber","Dvořák","Piano Quintet in A major, Op. 81"
"Jon Nakamatsu","United States","28","Semifinal Recital","Franck-Bauer","Prelude, Fugue, and Variation, Op. 18"
"Jon Nakamatsu","United States","28","Semifinal Recital","Bolcom","Nine Bagatelles"
"Jon Nakamatsu","United States","28","Semifinal Recital","Beethoven","Sonata in E major, Op. 109"
"Jon Nakamatsu","United States","28","Semifinal Recital","Schumann","Carnaval, Op. 9"
"Jon Nakamatsu","United States","28","Final Concerti","Beethoven","Piano Concerto No. 2 in B-flat major, Op. 19"
"Jon Nakamatsu","United States","28","Final Concerti","Rachmaninoff","Piano Concerto No. 3 in D minor, Op. 30"
"Eugene Mursky","Uzbekistan","21","Preliminary","Mozart","Sonata in C major, K. 330"
"Eugene Mursky","Uzbekistan","21","Preliminary","Chopin","Scherzo No. 2 in B-flat minor, Op. 31; Mazurka in D-flat major, Op. 30, No. 3; Mazurka in C-sharp minor, Op. 30, No. 4; Mazurka in A minor, Op. 7, No. 2"
"Eugene Mursky","Uzbekistan","21","Preliminary","Liszt","Hungarian Rhapsody No. 12"
"Eugene Mursky","Uzbekistan","21","Semifinal Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Beethoven","Sonata in C major, Op. 53 (""Waldstein"")"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Bolcom","Nine Bagatelles"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Prokofiev","Selected pieces from the balletRomeo and Juliet, Op. 75 (Juliet, the young girl,Mercutio,Romeo and Juliet before separation)"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Schubert","Impromptu in F minor, Op. 142, No. 4"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Schubert-Liszt","Soirées de Vienne No. 6"
"Eugene Mursky","Uzbekistan","21","Semifinal Recital","Liszt","Consolation No. 3 in D-flat major; Hungarian Rhapsody No. 6"
"Eugene Mursky","Uzbekistan","21","Final Concerti","Shostakovich","Piano Concerto No.1 in C minor, Op.35"
"Eugene Mursky","Uzbekistan","21","Final Concerti","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
